region,title,location,tonic,pitches,num_notes,pitchclasses,num_pitchclasses,tonic_transposed,pitches_transposed,pitchclasses_transposed,top5_after_transpose,scale
han,Yang yanmai,"Asia, China, Shanxi Yaoxian",C,"['F4', 'E-4', 'F4', 'D4', 'C4', 'F4', 'E-4', 'F4', 'D4', 'C4', 'C5', 'C5', 'F5', 'D5', 'F5', 'D5', 'D5', 'C5', 'D5', 'C5', 'C5', 'F5', 'C5', 'F5', 'B-4', 'G4', 'F4', 'E-4', 'C5', 'G4', 'F4', 'G4', 'C5', 'C5', 'D5', 'C5', 'B-4', 'G4', 'C5', 'B-4', 'C5', 'F5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'E-4', 'G4', 'C5', 'C5', 'F5', 'B-4', 'G4', 'B-4', 'F4', 'E-4', 'C4', 'C4', 'F4', 'D4', 'C4']",62,"['F', 'E-', 'D', 'C', 'B-', 'G']",6,C,"['F4', 'E-4', 'F4', 'D4', 'C4', 'F4', 'E-4', 'F4', 'D4', 'C4', 'C5', 'C5', 'F5', 'D5', 'F5', 'D5', 'D5', 'C5', 'D5', 'C5', 'C5', 'F5', 'C5', 'F5', 'B-4', 'G4', 'F4', 'E-4', 'C5', 'G4', 'F4', 'G4', 'C5', 'C5', 'D5', 'C5', 'B-4', 'G4', 'C5', 'B-4', 'C5', 'F5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'E-4', 'G4', 'C5', 'C5', 'F5', 'B-4', 'G4', 'B-4', 'F4', 'E-4', 'C4', 'C4', 'F4', 'D4', 'C4']","['F', 'E-', 'D', 'C', 'B-', 'G']","['C', 'F', 'G', 'D', 'B-']",shang
han,Pao han chuan,"Asia, China, Shanxi Shanbei",C,"['G4', 'G4', 'E4', 'E5', 'D5', 'E5', 'E5', 'E5', 'C5', 'D5', 'E5', 'E5', 'E5', 'D5', 'D5', 'C5', 'C5', 'E5', 'D5', 'C5', 'B4', 'A4', 'G4', 'E4', 'G4', 'A4', 'C5', 'C5', 'A4', 'C5', 'E4', 'G4', 'A4', 'B4', 'A4', 'G4', 'A4', 'B4', 'A4', 'G4', 'A4', 'C5', 'E4', 'D4', 'E4', 'D4', 'E4', 'E4', 'E5', 'E5', 'D5', 'E5', 'D5', 'G5', 'A4', 'C5', 'E5', 'D5', 'C5', 'E5', 'D5', 'C5', 'E5', 'D5', 'E5', 'D5', 'E5', 'G5', 'E5', 'G5', 'C5', 'A4', 'C5', 'A4', 'G4', 'E4', 'C5', 'E4', 'D4', 'E4', 'D4', 'C4']",82,"['G', 'E', 'D', 'C', 'B', 'A']",6,C,"['G4', 'G4', 'E4', 'E5', 'D5', 'E5', 'E5', 'E5', 'C5', 'D5', 'E5', 'E5', 'E5', 'D5', 'D5', 'C5', 'C5', 'E5', 'D5', 'C5', 'B4', 'A4', 'G4', 'E4', 'G4', 'A4', 'C5', 'C5', 'A4', 'C5', 'E4', 'G4', 'A4', 'B4', 'A4', 'G4', 'A4', 'B4', 'A4', 'G4', 'A4', 'C5', 'E4', 'D4', 'E4', 'D4', 'E4', 'E4', 'E5', 'E5', 'D5', 'E5', 'D5', 'G5', 'A4', 'C5', 'E5', 'D5', 'C5', 'E5', 'D5', 'C5', 'E5', 'D5', 'E5', 'D5', 'E5', 'G5', 'E5', 'G5', 'C5', 'A4', 'C5', 'A4', 'G4', 'E4', 'C5', 'E4', 'D4', 'E4', 'D4', 'C4']","['G', 'E', 'D', 'C', 'B', 'A']","['C', 'E', 'A', 'G', 'D']",gong
han,Dui hua,"Asia, China, Shanxi Shanbei",C,"['C5', 'F5', 'C5', 'B-4', 'C5', 'F5', 'G4', 'B-4', 'G4', 'B-4', 'C5', 'G4', 'C5', 'G4', 'F4', 'G4', 'C5', 'G4', 'F4', 'E-4', 'F4', 'B-4', 'D4', 'C4', 'C5', 'C5', 'C5', 'B-4', 'C5', 'F5', 'G4', 'B-4', 'G4', 'B-4', 'C5', 'G4', 'C5', 'G4', 'F4', 'G4', 'C5', 'G4', 'F4', 'E-4', 'F4', 'B-4', 'D4', 'C4', 'G4', 'F4', 'E-4', 'F4', 'C5', 'E-4', 'F4', 'B-4', 'D4', 'C4', 'G4', 'F4', 'E-4', 'F4', 'C5', 'E-4', 'F4', 'B-4', 'D4', 'C4', 'C5', 'B-4', 'C5', 'F5', 'G4', 'B-4', 'G4', 'B-4', 'C5', 'G4', 'C5', 'G4', 'F4', 'G4', 'C5', 'G4', 'F4', 'E-4', 'F4', 'B-4', 'D4', 'C4']",90,"['C', 'F', 'B-', 'G', 'E-', 'D']",6,C,"['C5', 'F5', 'C5', 'B-4', 'C5', 'F5', 'G4', 'B-4', 'G4', 'B-4', 'C5', 'G4', 'C5', 'G4', 'F4', 'G4', 'C5', 'G4', 'F4', 'E-4', 'F4', 'B-4', 'D4', 'C4', 'C5', 'C5', 'C5', 'B-4', 'C5', 'F5', 'G4', 'B-4', 'G4', 'B-4', 'C5', 'G4', 'C5', 'G4', 'F4', 'G4', 'C5', 'G4', 'F4', 'E-4', 'F4', 'B-4', 'D4', 'C4', 'G4', 'F4', 'E-4', 'F4', 'C5', 'E-4', 'F4', 'B-4', 'D4', 'C4', 'G4', 'F4', 'E-4', 'F4', 'C5', 'E-4', 'F4', 'B-4', 'D4', 'C4', 'C5', 'B-4', 'C5', 'F5', 'G4', 'B-4', 'G4', 'B-4', 'C5', 'G4', 'C5', 'G4', 'F4', 'G4', 'C5', 'G4', 'F4', 'E-4', 'F4', 'B-4', 'D4', 'C4']","['C', 'F', 'B-', 'G', 'E-', 'D']","['C', 'G', 'E-', 'F', 'B-']",yu
han,Gei Beijing shao feng xin,"Asia, China,ÿGansu, Hezheng",D,"['A4', 'D5', 'D5', 'A4', 'D5', 'G5', 'E5', 'D5', 'C5', 'B4', 'A4', 'G4', 'A4', 'D5', 'D5', 'G5', 'E5', 'D5', 'C5', 'A4', 'C5', 'A4', 'G4', 'D4', 'G4', 'G4', 'A4', 'D5', 'D5', 'D5', 'G5', 'E5', 'D5', 'G4', 'A4', 'C5', 'B4', 'A4', 'C5', 'A4', 'G4', 'A4', 'G4', 'F#4', 'G4', 'A4', 'C5', 'C5', 'E4', 'D4', 'G4', 'D4', 'D5', 'A4', 'D5', 'G5', 'D5', 'C5', 'B4', 'A4', 'G4', 'A4', 'G4', 'F#4', 'G4', 'A4', 'C5', 'C5', 'E4', 'D4', 'G4', 'D4']",72,"['A', 'D', 'G', 'E', 'C', 'B', 'F#']",7,C,"['G4', 'C5', 'C5', 'G4', 'C5', 'F5', 'D5', 'C5', 'B-4', 'A4', 'G4', 'F4', 'G4', 'C5', 'C5', 'F5', 'D5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'C4', 'F4', 'F4', 'G4', 'C5', 'C5', 'C5', 'F5', 'D5', 'C5', 'F4', 'G4', 'B-4', 'A4', 'G4', 'B-4', 'G4', 'F4', 'G4', 'F4', 'E4', 'F4', 'G4', 'B-4', 'B-4', 'D4', 'C4', 'F4', 'C4', 'C5', 'G4', 'C5', 'F5', 'C5', 'B-4', 'A4', 'G4', 'F4', 'G4', 'F4', 'E4', 'F4', 'G4', 'B-4', 'B-4', 'D4', 'C4', 'F4', 'C4']","['G', 'C', 'F', 'D', 'B-', 'A', 'E']","['C', 'F', 'G', 'B-', 'D']",shang
han,Zhi shoujin,"Asia, China,ÿbei Gansu, Zhangye, Nordwesten)",C,"['C5', 'C5', 'C5', 'D5', 'F5', 'D5', 'C5', 'C5', 'A4', 'G4', 'F4', 'G4', 'A4', 'G4', 'C5', 'A4', 'C5', 'C5', 'D4', 'F4', 'G4', 'A4', 'F4', 'D4', 'C4', 'D4', 'C4', 'D4', 'F4', 'D4', 'F4', 'G4', 'A4', 'G4', 'C5', 'A4', 'C5', 'C5', 'D4', 'F4', 'G4', 'A4', 'F4', 'D4', 'C4']",45,"['C', 'D', 'F', 'A', 'G']",5,C,"['C5', 'C5', 'C5', 'D5', 'F5', 'D5', 'C5', 'C5', 'A4', 'G4', 'F4', 'G4', 'A4', 'G4', 'C5', 'A4', 'C5', 'C5', 'D4', 'F4', 'G4', 'A4', 'F4', 'D4', 'C4', 'D4', 'C4', 'D4', 'F4', 'D4', 'F4', 'G4', 'A4', 'G4', 'C5', 'A4', 'C5', 'C5', 'D4', 'F4', 'G4', 'A4', 'F4', 'D4', 'C4']","['C', 'D', 'F', 'A', 'G']","['C', 'G', 'D', 'F', 'A']",zhi
han,Bian qu shi chang,"Asia, China, Gansu, Longdong, near Shanxi Shaanxi)",D,"['D5', 'D5', 'D5', 'C5', 'A4', 'D5', 'D5', 'G5', 'D5', 'D5', 'C5', 'A4', 'G4', 'G4', 'A4', 'D5', 'D5', 'D5', 'E5', 'D5', 'C5', 'A4', 'A4', 'A4', 'C5', 'D4', 'D4', 'D4', 'D4', 'G4', 'G#4', 'F4', 'G4', 'A4', 'C5', 'C5', 'A4', 'G4', 'A4', 'G4', 'E4', 'D4', 'D4']",43,"['D', 'C', 'A', 'G', 'E', 'G#', 'F']",7,C,"['C5', 'C5', 'C5', 'B-4', 'G4', 'C5', 'C5', 'F5', 'C5', 'C5', 'B-4', 'G4', 'F4', 'F4', 'G4', 'C5', 'C5', 'C5', 'D5', 'C5', 'B-4', 'G4', 'G4', 'G4', 'B-4', 'C4', 'C4', 'C4', 'C4', 'F4', 'F#4', 'E-4', 'F4', 'G4', 'B-4', 'B-4', 'G4', 'F4', 'G4', 'F4', 'D4', 'C4', 'C4']","['C', 'B-', 'G', 'F', 'D', 'F#', 'E-']","['C', 'F', 'G', 'B-', 'D']",shang
han,Xiao nu xu,"Asia, China,ÿGansu, Pingliang",E,"['B4', 'B4', 'D5', 'B4', 'A4', 'F#4', 'A4', 'F#4', 'E4', 'F#4', 'B4', 'B4', 'D5', 'B4', 'A4', 'F#4', 'F#4', 'F#4', 'F#4', 'A4', 'B4', 'B4', 'A4', 'F#4', 'F#4', 'A4', 'B4', 'F#4', 'A4', 'A4', 'F#4', 'E4', 'D4', 'E4', 'F#4', 'F#4', 'A4', 'B4', 'B4', 'A4', 'F#4', 'F#4', 'A4', 'B4', 'F#4', 'A4', 'A4', 'F#4', 'E4', 'D4', 'E4']",51,"['B', 'D', 'A', 'F#', 'E']",5,C,"['G4', 'G4', 'B-4', 'G4', 'F4', 'D4', 'F4', 'D4', 'C4', 'D4', 'G4', 'G4', 'B-4', 'G4', 'F4', 'D4', 'D4', 'D4', 'D4', 'F4', 'G4', 'G4', 'F4', 'D4', 'D4', 'F4', 'G4', 'D4', 'F4', 'F4', 'D4', 'C4', 'B-3', 'C4', 'D4', 'D4', 'F4', 'G4', 'G4', 'F4', 'D4', 'D4', 'F4', 'G4', 'D4', 'F4', 'F4', 'D4', 'C4', 'B-3', 'C4']","['G', 'B-', 'F', 'D', 'C']","['C', 'D', 'G', 'F', 'B-']",shang
han,Tuhuang luozi tuo jiuli,"Asia, China,ÿGansu, Zhuanglang",F,"['B-5', 'G5', 'F5', 'B-5', 'G5', 'F5', 'B-5', 'C6', 'F6', 'C6', 'B-5', 'G5', 'F5', 'F5', 'B-5', 'C6', 'F6', 'B-6', 'G6', 'F6', 'E-6', 'F6', 'C6', 'B-5', 'C6', 'D6', 'C6', 'B-5', 'G5', 'F5', 'F5', 'F5']",32,"['B-', 'G', 'F', 'C', 'E-', 'D']",6,C,"['F5', 'D5', 'C5', 'F5', 'D5', 'C5', 'F5', 'G5', 'C6', 'G5', 'F5', 'D5', 'C5', 'C5', 'F5', 'G5', 'C6', 'F6', 'D6', 'C6', 'B-5', 'C6', 'G5', 'F5', 'G5', 'A5', 'G5', 'F5', 'D5', 'C5', 'C5', 'C5']","['F', 'D', 'C', 'G', 'B-', 'A']","['C', 'F', 'G', 'D', 'B-']",shang
han,Lai lai wang wang hao jianmian,"Asia, China,ÿGansu, Huachi",D,"['A4', 'E4', 'D4', 'D4', 'D4', 'D5', 'C5', 'D5', 'D5', 'C5', 'A4', 'G4', 'C5', 'D5', 'C5', 'A4', 'C5', 'F#4', 'G4', 'G4', 'A4', 'G4', 'A4', 'B4', 'D4']",25,"['A', 'E', 'D', 'C', 'G', 'F#', 'B']",7,C,"['G4', 'D4', 'C4', 'C4', 'C4', 'C5', 'B-4', 'C5', 'C5', 'B-4', 'G4', 'F4', 'B-4', 'C5', 'B-4', 'G4', 'B-4', 'E4', 'F4', 'F4', 'G4', 'F4', 'G4', 'A4', 'C4']","['G', 'D', 'C', 'B-', 'F', 'E', 'A']","['C', 'F', 'B-', 'G', 'E']",
han,Siji hua,"Asia, China,ÿNingxia, Haiyuan",C,"['C5', 'F5', 'D5', 'C5', 'A4', 'G4', 'C5', 'A4', 'C5', 'A4', 'G4', 'F4', 'G4', 'C5', 'C5', 'C5', 'C5', 'C5', 'A4', 'C5', 'D5', 'A4', 'G4', 'F4', 'G4', 'F4', 'F4', 'F4', 'D5', 'C5', 'A4', 'A4', 'C5', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'D4', 'C4', 'C5', 'E4', 'C5', 'E4', 'C5', 'A4', 'C5', 'D5', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'D4', 'F4', 'C4', 'D5', 'D5', 'C5', 'D5', 'D5', 'C5', 'D5', 'A4', 'A4', 'D5', 'C5', 'D5', 'C5', 'A4', 'C5', 'A4', 'C5', 'A4', 'C5', 'A4', 'D5', 'C5', 'A4', 'C5', 'D5', 'C5', 'D5', 'C5', 'D5', 'A4', 'A4', 'A4', 'C5', 'A4', 'G4', 'C5', 'F4', 'G4', 'A4', 'C5', 'A4', 'G4', 'C5', 'F4', 'G4', 'C5', 'C5', 'A4', 'G4', 'F4', 'G4', 'C5', 'A4', 'C5', 'D5', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'D4', 'F4', 'C4']",131,"['C', 'F', 'D', 'A', 'G', 'E']",6,C,"['C5', 'F5', 'D5', 'C5', 'A4', 'G4', 'C5', 'A4', 'C5', 'A4', 'G4', 'F4', 'G4', 'C5', 'C5', 'C5', 'C5', 'C5', 'A4', 'C5', 'D5', 'A4', 'G4', 'F4', 'G4', 'F4', 'F4', 'F4', 'D5', 'C5', 'A4', 'A4', 'C5', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'D4', 'C4', 'C5', 'E4', 'C5', 'E4', 'C5', 'A4', 'C5', 'D5', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'D4', 'F4', 'C4', 'D5', 'D5', 'C5', 'D5', 'D5', 'C5', 'D5', 'A4', 'A4', 'D5', 'C5', 'D5', 'C5', 'A4', 'C5', 'A4', 'C5', 'A4', 'C5', 'A4', 'D5', 'C5', 'A4', 'C5', 'D5', 'C5', 'D5', 'C5', 'D5', 'A4', 'A4', 'A4', 'C5', 'A4', 'G4', 'C5', 'F4', 'G4', 'A4', 'C5', 'A4', 'G4', 'C5', 'F4', 'G4', 'C5', 'C5', 'A4', 'G4', 'F4', 'G4', 'C5', 'A4', 'C5', 'D5', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'D4', 'F4', 'C4']","['C', 'F', 'D', 'A', 'G', 'E']","['C', 'A', 'D', 'G', 'F']",zhi
han,Nong mang shier yue,"Asia, China,ÿNingxia, Yinchuan",C,"['F4', 'D4', 'C4', 'F4', 'D4', 'C4', 'C5', 'C5', 'F5', 'F5', 'D5', 'C5', 'F5', 'F5', 'C5', 'D5', 'C5', 'B-4', 'G4', 'F4', 'F4', 'A4', 'G4', 'G4', 'B-4', 'C5', 'C5', 'F5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'E4', 'C4', 'C5', 'C5', 'C5', 'F4', 'G4', 'C5', 'F4', 'D4', 'C4', 'C4', 'F4', 'C4']",48,"['F', 'D', 'C', 'B-', 'G', 'A', 'E']",7,C,"['F4', 'D4', 'C4', 'F4', 'D4', 'C4', 'C5', 'C5', 'F5', 'F5', 'D5', 'C5', 'F5', 'F5', 'C5', 'D5', 'C5', 'B-4', 'G4', 'F4', 'F4', 'A4', 'G4', 'G4', 'B-4', 'C5', 'C5', 'F5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'E4', 'C4', 'C5', 'C5', 'C5', 'F4', 'G4', 'C5', 'F4', 'D4', 'C4', 'C4', 'F4', 'C4']","['F', 'D', 'C', 'B-', 'G', 'A', 'E']","['C', 'F', 'G', 'B-', 'D']",shang
han,"Dong fang hong, Der Osten ist rot)","Asia, China, Shanxi, Nordwesten)",C,"['C5', 'C5', 'D5', 'G4', 'F4', 'F4', 'D4', 'G4', 'C5', 'C5', 'D5', 'F5', 'D5', 'C5', 'F4', 'F4', 'D4', 'G4', 'C5', 'G4', 'F4', 'E4', 'D4', 'C4', 'C5', 'G4', 'A4', 'G4', 'F4', 'F4', 'D4', 'G4', 'A4', 'G4', 'F4', 'G4', 'F4', 'E4', 'D4', 'C4', 'C4']",41,"['C', 'D', 'G', 'F', 'E', 'A']",6,C,"['C5', 'C5', 'D5', 'G4', 'F4', 'F4', 'D4', 'G4', 'C5', 'C5', 'D5', 'F5', 'D5', 'C5', 'F4', 'F4', 'D4', 'G4', 'C5', 'G4', 'F4', 'E4', 'D4', 'C4', 'C5', 'G4', 'A4', 'G4', 'F4', 'F4', 'D4', 'G4', 'A4', 'G4', 'F4', 'G4', 'F4', 'E4', 'D4', 'C4', 'C4']","['C', 'D', 'G', 'F', 'E', 'A']","['C', 'G', 'F', 'D', 'E']",
han,Fuzi langong,"Asia, China,ÿNingxia, Yanchi",E,"['A4', 'G#4', 'A4', 'B4', 'B4', 'A4', 'E4', 'A4', 'B4', 'E5', 'B4', 'A4', 'E4', 'B4', 'B4', 'F#5', 'E5', 'B4', 'E5', 'B4', 'A4', 'F#4', 'E4']",23,"['A', 'G#', 'B', 'E', 'F#']",5,C,"['F4', 'E4', 'F4', 'G4', 'G4', 'F4', 'C4', 'F4', 'G4', 'C5', 'G4', 'F4', 'C4', 'G4', 'G4', 'D5', 'C5', 'G4', 'C5', 'G4', 'F4', 'D4', 'C4']","['F', 'E', 'G', 'C', 'D']","['C', 'G', 'F', 'D', 'E']",
han,Dizhu zhangde shi hulang xin,"Asia, China,ÿNingxia, Yanchi",C,"['G5', 'D5', 'C5', 'C5', 'C5', 'C6', 'B-5', 'C6', 'C6', 'B-5', 'G5', 'F5', 'C6', 'B-5', 'C6', 'B-5', 'G5', 'E5', 'F5', 'F5', 'G5', 'D5', 'C5']",23,"['G', 'D', 'C', 'B-', 'F', 'E']",6,C,"['G5', 'D5', 'C5', 'C5', 'C5', 'C6', 'B-5', 'C6', 'C6', 'B-5', 'G5', 'F5', 'C6', 'B-5', 'C6', 'B-5', 'G5', 'E5', 'F5', 'F5', 'G5', 'D5', 'C5']","['G', 'D', 'C', 'B-', 'F', 'E']","['C', 'F', 'B-', 'G', 'D']",shang
han,Jiu shehui li xifu ku,"Asia, China,ÿNingxia, Yinchuan",E,"['E5', 'E5', 'E5', 'E5', 'D5', 'B4', 'A4', 'B4', 'E5', 'E5', 'D5', 'B4', 'E5', 'B4', 'E5', 'B4', 'A4', 'B4', 'B4', 'E5', 'B4', 'A4', 'F#4', 'A4', 'A4', 'A4', 'A4', 'F#4', 'E4']",29,"['E', 'D', 'B', 'A', 'F#']",5,C,"['C5', 'C5', 'C5', 'C5', 'B-4', 'G4', 'F4', 'G4', 'C5', 'C5', 'B-4', 'G4', 'C5', 'G4', 'C5', 'G4', 'F4', 'G4', 'G4', 'C5', 'G4', 'F4', 'D4', 'F4', 'F4', 'F4', 'F4', 'D4', 'C4']","['C', 'B-', 'G', 'F', 'D']","['C', 'G', 'F', 'B-', 'D']",shang
han,Dui hua,"Asia, China,ÿNingxia, Yongning",E,"['E4', 'E4', 'E4', 'E4', 'E5', 'F#5', 'E5', 'D5', 'B4', 'B4', 'A4', 'E5', 'E5', 'D5', 'B4', 'A4', 'B4', 'D5', 'D5', 'B4', 'A4', 'F#4', 'E4']",23,"['E', 'F#', 'D', 'B', 'A']",5,C,"['C4', 'C4', 'C4', 'C4', 'C5', 'D5', 'C5', 'B-4', 'G4', 'G4', 'F4', 'C5', 'C5', 'B-4', 'G4', 'F4', 'G4', 'B-4', 'B-4', 'G4', 'F4', 'D4', 'C4']","['C', 'D', 'B-', 'G', 'F']","['C', 'F', 'G', 'B-', 'D']",shang
han,Dawo ge,"Asia, China,ÿHunan, Changde",C,"['D6', 'D6', 'D6', 'C6', 'B-5', 'G4', 'B-5', 'G5', 'F5', 'D6', 'F6', 'D6', 'D6', 'C6', 'B-5', 'B-5', 'B-5', 'G5', 'B-5', 'G5', 'F5', 'B-5', 'G5', 'B-5', 'B-5', 'G5', 'D6', 'D6', 'C6', 'G5', 'B-5', 'G5', 'F5', 'D6', 'F6', 'D6', 'D6', 'B-5', 'C6', 'C6', 'D6', 'B-5', 'B-5', 'B-5', 'C6', 'D6', 'C6', 'D6', 'G5', 'B-5', 'G5', 'F6', 'D6', 'D6', 'C6', 'C6', 'D6', 'B-5', 'D6', 'D6', 'D6', 'C6', 'B-5', 'C6', 'B-5', 'G5', 'F5', 'D6', 'B-5', 'B-5', 'B-5', 'C6', 'D6', 'C6', 'D6', 'B-5', 'C6', 'C6']",78,"['D', 'C', 'B-', 'G', 'F']",5,C,"['D6', 'D6', 'D6', 'C6', 'B-5', 'G4', 'B-5', 'G5', 'F5', 'D6', 'F6', 'D6', 'D6', 'C6', 'B-5', 'B-5', 'B-5', 'G5', 'B-5', 'G5', 'F5', 'B-5', 'G5', 'B-5', 'B-5', 'G5', 'D6', 'D6', 'C6', 'G5', 'B-5', 'G5', 'F5', 'D6', 'F6', 'D6', 'D6', 'B-5', 'C6', 'C6', 'D6', 'B-5', 'B-5', 'B-5', 'C6', 'D6', 'C6', 'D6', 'G5', 'B-5', 'G5', 'F6', 'D6', 'D6', 'C6', 'C6', 'D6', 'B-5', 'D6', 'D6', 'D6', 'C6', 'B-5', 'C6', 'B-5', 'G5', 'F5', 'D6', 'B-5', 'B-5', 'B-5', 'C6', 'D6', 'C6', 'D6', 'B-5', 'C6', 'C6']","['D', 'C', 'B-', 'G', 'F']","['C', 'B-', 'D', 'F', 'G']",shang
han,Huanghe li piaoqi yi zhi chuan,"Asia, China,ÿNingxia, Yinchuan",C,"['C5', 'F5', 'B-4', 'C5', 'C5', 'F5', 'D5', 'C5', 'B-4', 'G4', 'G4', 'G4', 'C4', 'F4', 'E4', 'D4', 'C4', 'C5', 'F4', 'G4', 'C5', 'G4', 'F4', 'E4', 'D4', 'C4', 'F4', 'G4', 'F4', 'E4', 'D4', 'C4', 'C5', 'F4', 'G4', 'C5', 'G4', 'F4', 'E4', 'D4', 'C4', 'F4', 'G4', 'F4', 'E4', 'D4', 'C4']",47,"['C', 'F', 'B-', 'D', 'G', 'E']",6,C,"['C5', 'F5', 'B-4', 'C5', 'C5', 'F5', 'D5', 'C5', 'B-4', 'G4', 'G4', 'G4', 'C4', 'F4', 'E4', 'D4', 'C4', 'C5', 'F4', 'G4', 'C5', 'G4', 'F4', 'E4', 'D4', 'C4', 'F4', 'G4', 'F4', 'E4', 'D4', 'C4', 'C5', 'F4', 'G4', 'C5', 'G4', 'F4', 'E4', 'D4', 'C4', 'F4', 'G4', 'F4', 'E4', 'D4', 'C4']","['C', 'F', 'B-', 'D', 'G', 'E']","['C', 'F', 'G', 'B-', 'E']",
han,Fang fengzhen,"Asia, China,ÿNingxia, Longde",C,"['C6', 'C6', 'G5', 'C6', 'F6', 'C6', 'B-5', 'G5', 'F5', 'C6', 'F6', 'D6', 'C6', 'B-5', 'G5', 'B-5', 'G5', 'F5', 'C5', 'F5', 'F5', 'G5', 'C6', 'C6', 'D6', 'C6', 'F5', 'G5', 'C6', 'C6', 'B-5', 'G5', 'F5', 'G5', 'E-5', 'F5', 'B-5', 'B-5', 'D5', 'C5', 'F5', 'C5', 'C6', 'B-5', 'C6', 'F6', 'C6', 'B-5', 'G5', 'F5', 'G5', 'E-5', 'F5', 'B-5', 'B-5', 'D5', 'C5', 'F5', 'C5']",59,"['C', 'G', 'F', 'B-', 'D', 'E-']",6,C,"['C6', 'C6', 'G5', 'C6', 'F6', 'C6', 'B-5', 'G5', 'F5', 'C6', 'F6', 'D6', 'C6', 'B-5', 'G5', 'B-5', 'G5', 'F5', 'C5', 'F5', 'F5', 'G5', 'C6', 'C6', 'D6', 'C6', 'F5', 'G5', 'C6', 'C6', 'B-5', 'G5', 'F5', 'G5', 'E-5', 'F5', 'B-5', 'B-5', 'D5', 'C5', 'F5', 'C5', 'C6', 'B-5', 'C6', 'F6', 'C6', 'B-5', 'G5', 'F5', 'G5', 'E-5', 'F5', 'B-5', 'B-5', 'D5', 'C5', 'F5', 'C5']","['C', 'G', 'F', 'B-', 'D', 'E-']","['C', 'F', 'B-', 'G', 'D']",shang
han,Huolang xiangqin,"Asia, China,ÿNingxia, Yongning",D,"['D5', 'D5', 'E5', 'C5', 'B4', 'A4', 'D5', 'A4', 'D5', 'D5', 'G4', 'A4', 'D5', 'D5', 'D5', 'A4', 'B4', 'A4', 'G4', 'A4', 'A4', 'E4', 'D4', 'D5', 'D5', 'E5', 'C5', 'B4', 'A4', 'D5', 'A4', 'D5', 'D5', 'G4', 'A4', 'D5', 'D5', 'G5', 'A4', 'B4', 'A4', 'G4', 'A4', 'A4', 'E4', 'D4']",46,"['D', 'E', 'C', 'B', 'A', 'G']",6,C,"['C5', 'C5', 'D5', 'B-4', 'A4', 'G4', 'C5', 'G4', 'C5', 'C5', 'F4', 'G4', 'C5', 'C5', 'C5', 'G4', 'A4', 'G4', 'F4', 'G4', 'G4', 'D4', 'C4', 'C5', 'C5', 'D5', 'B-4', 'A4', 'G4', 'C5', 'G4', 'C5', 'C5', 'F4', 'G4', 'C5', 'C5', 'F5', 'G4', 'A4', 'G4', 'F4', 'G4', 'G4', 'D4', 'C4']","['C', 'D', 'B-', 'A', 'G', 'F']","['C', 'G', 'F', 'B-', 'A']",
han,Mo chao mian,"Asia, China,ÿNingxia, Yanchi",F,"['C6', 'C6', 'B-5', 'G5', 'F5', 'C6', 'F6', 'D6', 'C6', 'B-5', 'F5', 'D5', 'F5', 'F6', 'D6', 'C6', 'C6', 'B-5', 'G5', 'C6', 'D6', 'C6', 'C6', 'B-5', 'G5', 'B-5', 'F5']",27,"['C', 'B-', 'G', 'F', 'D']",5,C,"['G5', 'G5', 'F5', 'D5', 'C5', 'G5', 'C6', 'A5', 'G5', 'F5', 'C5', 'A4', 'C5', 'C6', 'A5', 'G5', 'G5', 'F5', 'D5', 'G5', 'A5', 'G5', 'G5', 'F5', 'D5', 'F5', 'C5']","['G', 'F', 'D', 'C', 'A']","['C', 'G', 'D', 'F', 'A']",zhi
